Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skill
17,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,"AI for Business, Model Optimization"
17,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"AI for Business, Model Optimization"
17,Bachelor's,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Paid,"AI for Business, Model Optimization"
17,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free,"AI for Business, Model Optimization"
18,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
19,Bachelor's,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Free,"AI for Business, Model Optimization"
19,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
19,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
19,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Free,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
20,Bachelor's,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,"AI for Business, Model Optimization"
21,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
22,Bachelor's,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Paid,"AI for Business, Model Optimization"
22,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Free,"AI for Business, Model Optimization"
22,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Paid,"AI for Business, Model Optimization"
23,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free,"AI for Business, Model Optimization"
23,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free,"AI for Business, Model Optimization"
23,Bachelor's,Working Professional,AI/ML,Advanced,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
24,Bachelor's,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Free,"AI for Business, Model Optimization"
25,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
25,Bachelor's,Working Professional,AI/ML,Advanced,Reading/Writing,<5 hrs/week,Paid,"AI for Business, Model Optimization"
25,Bachelor's,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"AI for Business, Model Optimization"
25,Bachelor's,Working Professional,AI/ML,Advanced,Auditory,<5 hrs/week,Free,"AI for Business, Model Optimization"
26,Bachelor's,Working Professional,AI/ML,Advanced,Auditory,>10 hrs/week,Free,"AI for Business, Model Optimization"
26,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free,"AI for Business, Model Optimization"
26,Bachelor's,Working Professional,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Paid,"AI for Business, Model Optimization"
26,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
26,Bachelor's,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Free,"AI for Business, Model Optimization"
27,Bachelor's,Working Professional,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Paid,"AI for Business, Model Optimization"
27,Bachelor's,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
27,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free,"AI for Business, Model Optimization"
28,Bachelor's,Working Professional,AI/ML,Advanced,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
28,Bachelor's,Working Professional,AI/ML,Intermediate,Auditory,<5 hrs/week,Paid,"AI for Business, Model Optimization"
28,Bachelor's,Working Professional,AI/ML,Intermediate,Auditory,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
28,Bachelor's,Working Professional,AI/ML,Intermediate,Auditory,<5 hrs/week,Free,"AI for Business, Model Optimization"
28,Bachelor's,Working Professional,AI/ML,Intermediate,Visual,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
29,Bachelor's,Working Professional,AI/ML,Intermediate,Auditory,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
29,Bachelor's,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI for Business, Model Optimization"
29,Bachelor's,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
29,Bachelor's,Working Professional,AI/ML,Intermediate,Visual,5-10 hrs/week,Free,"AI for Business, Model Optimization"
30,Bachelor's,Working Professional,AI/ML,Intermediate,Reading/Writing,<5 hrs/week,Free,"AI for Business, Model Optimization"
30,Bachelor's,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Paid,"AI for Business, Model Optimization"
30,Bachelor's,Working Professional,AI/ML,Advanced,Visual,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
30,Bachelor's,Working Professional,AI/ML,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
30,Bachelor's,Working Professional,AI/ML,Intermediate,Kinesthetic,<5 hrs/week,Paid,"AI for Business, Model Optimization"
31,Bachelor's,Working Professional,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
31,Bachelor's,Working Professional,AI/ML,Intermediate,Visual,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
31,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,"AI for Business, Model Optimization"
32,Bachelor's,Working Professional,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Free,"AI for Business, Model Optimization"
32,Bachelor's,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Free,"AI for Business, Model Optimization"
33,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
33,Bachelor's,Working Professional,AI/ML,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
33,Bachelor's,Working Professional,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"AI for Business, Model Optimization"
35,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
35,Bachelor's,Working Professional,AI/ML,Intermediate,Visual,>10 hrs/week,Paid,"AI for Business, Model Optimization"
35,Bachelor's,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
36,Bachelor's,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"AI for Business, Model Optimization"
36,Bachelor's,Working Professional,AI/ML,Intermediate,Visual,>10 hrs/week,Free,"AI for Business, Model Optimization"
37,Bachelor's,Working Professional,AI/ML,Intermediate,Reading/Writing,>10 hrs/week,Free,"AI for Business, Model Optimization"
38,Bachelor's,Working Professional,AI/ML,Intermediate,Kinesthetic,>10 hrs/week,Paid,"AI for Business, Model Optimization"
38,Bachelor's,Working Professional,AI/ML,Intermediate,Auditory,>10 hrs/week,Free,"AI for Business, Model Optimization"
38,Bachelor's,Working Professional,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Free,"AI for Business, Model Optimization"
39,Bachelor's,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,"AI for Business, Model Optimization"
39,Bachelor's,Working Professional,AI/ML,Advanced,Visual,>10 hrs/week,Paid,"AI for Business, Model Optimization"
39,Bachelor's,Working Professional,AI/ML,Intermediate,Reading/Writing,>10 hrs/week,Free,"AI for Business, Model Optimization"
39,Bachelor's,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"AI for Business, Model Optimization"
16,High School,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI in Business, Basic ML"
16,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
16,High School,Working Professional,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free,"AI in Business, Basic ML"
16,High School,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
16,High School,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Paid,"AI in Business, Basic ML"
17,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Free,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Free,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free,"AI in Business, Basic ML"
18,High School,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AI in Business, Basic ML"
19,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Free,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
20,High School,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
21,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"AI in Business, Basic ML"
21,High School,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
21,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
21,High School,Working Professional,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"AI in Business, Basic ML"
21,High School,Working Professional,AI/ML,Beginner,Visual,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
22,High School,Working Professional,AI/ML,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
22,High School,Working Professional,AI/ML,Intermediate,Visual,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
22,High School,Working Professional,AI/ML,Advanced,Visual,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
23,High School,Working Professional,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free,"AI in Business, Basic ML"
23,High School,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"AI in Business, Basic ML"
23,High School,Working Professional,AI/ML,Intermediate,Auditory,<5 hrs/week,Paid,"AI in Business, Basic ML"
23,High School,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Free,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Advanced,Auditory,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Paid,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
24,High School,Working Professional,AI/ML,Intermediate,Reading/Writing,5-10 hrs/week,Free,"AI in Business, Basic ML"
25,High School,Working Professional,AI/ML,Advanced,Auditory,>10 hrs/week,Paid,"AI in Business, Basic ML"
25,High School,Working Professional,AI/ML,Intermediate,Auditory,<5 hrs/week,Paid,"AI in Business, Basic ML"
25,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
25,High School,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"AI in Business, Basic ML"
25,High School,Working Professional,AI/ML,Advanced,Auditory,5-10 hrs/week,Free & Paid,"AI in Business, Basic ML"
26,High School,Working Professional,AI/ML,Advanced,Visual,>10 hrs/week,Paid,"AI in Business, Basic ML"
26,High School,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,"AI in Business, Basic ML"
26,High School,Working Professional,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"AI in Business, Basic ML"
27,High School,Working Professional,AI/ML,Intermediate,Auditory,>10 hrs/week,Free & Paid,"AI in Business, Basic ML"
27,High School,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"AI in Business, Basic ML"
